comparison,session_id,reference_frame,phase_label,x_a,y_a,x_b,y_b,pixel_distance,pct_image_diagonal,over_10px,over_25px,over_50px
intra_rater_ivan,42f8729a-ed28-45a2-bf9b-397d2d698bb0,58,impact_region,1310.0,932.0,1344.0,1019.0,93.40770846134703,4.240201753842284,1,1,1
intra_rater_ivan,42f8729a-ed28-45a2-bf9b-397d2d698bb0,63,follow_through,878.0,358.0,839.0,371.0,41.10960958218893,1.8661526069050436,1,1,0
intra_rater_ivan,e940142a-d4bc-4cee-a6de-828b05ab40a7,1,backswing,789.0,988.0,695.0,985.0,94.04786015641186,4.26926115787704,1,1,1
intra_rater_ivan,e940142a-d4bc-4cee-a6de-828b05ab40a7,25,backswing,1252.0,186.0,1291.0,218.0,50.44799302251776,2.2900644070550222,1,1,1
intra_rater_ivan,e940142a-d4bc-4cee-a6de-828b05ab40a7,34,downswing,1028.0,393.0,836.0,305.0,211.20606051910536,9.587606022963508,1,1,1
intra_rater_ivan,e940142a-d4bc-4cee-a6de-828b05ab40a7,39,downswing,1142.0,270.0,1145.0,289.0,19.235384061671343,0.8731817810077185,1,0,0
intra_rater_ivan,e940142a-d4bc-4cee-a6de-828b05ab40a7,43,impact_region,792.0,988.0,757.0,1079.0,97.49871794028884,4.425911325925114,1,1,1
intra_rater_ivan,e940142a-d4bc-4cee-a6de-828b05ab40a7,49,follow_through,1126.0,330.0,1200.0,382.0,90.44335243676011,4.1056361187194845,1,1,1
intra_rater_ivan,f0647c16-5b92-48b6-a06a-d05d86fe8145,9,backswing,1202.0,1028.0,1135.0,1079.0,84.20213774008353,3.82231892853378,1,1,1
intra_rater_ivan,f0647c16-5b92-48b6-a06a-d05d86fe8145,35,backswing,838.0,99.0,816.0,9.0,92.64987857520376,4.205800400193098,1,1,1
intra_rater_ivan,f0647c16-5b92-48b6-a06a-d05d86fe8145,45,downswing,820.0,63.0,813.0,249.0,186.1316738225926,8.449365291032164,1,1,1
intra_rater_ivan,f0647c16-5b92-48b6-a06a-d05d86fe8145,54,impact_region,1158.0,982.0,1178.0,973.0,21.93171219946131,0.995580408349298,1,0,0
intra_rater_ivan,f0647c16-5b92-48b6-a06a-d05d86fe8145,58,impact_region,1004.0,648.0,1119.0,523.0,169.85287751463028,7.7103965079148,1,1,1
intra_rater_ivan,f0647c16-5b92-48b6-a06a-d05d86fe8145,63,follow_through,723.0,27.0,717.0,0.0,27.65863337187866,1.2555514706888606,1,1,0
intra_rater_ivan,7473617c-26a8-428f-9ba6-fc51dd7d2156,1,backswing,917.0,1611.0,935.0,1622.0,21.095023109728988,0.9575992759123344,1,0,0
intra_rater_ivan,7473617c-26a8-428f-9ba6-fc51dd7d2156,26,backswing,280.0,312.0,353.0,353.0,83.72574275573791,3.800693188202298,1,1,1
intra_rater_ivan,7473617c-26a8-428f-9ba6-fc51dd7d2156,47,downswing,299.0,147.0,440.0,214.0,156.1089363233252,7.086496355517928,1,1,1
intra_rater_ivan,7473617c-26a8-428f-9ba6-fc51dd7d2156,59,impact_region,848.0,1520.0,807.0,1494.0,48.54894437575342,2.2038579307878723,1,1,0
intra_rater_ivan,7473617c-26a8-428f-9ba6-fc51dd7d2156,63,impact_region,573.0,1115.0,714.0,1020.0,170.01764614298128,7.717876107172941,1,1,1
intra_rater_ivan,7473617c-26a8-428f-9ba6-fc51dd7d2156,67,follow_through,51.0,325.0,128.0,329.0,77.10382610480494,3.500094200606938,1,1,1
intra_rater_ivan,dfd57aa0-581d-4580-bc43-2a329277309b,58,backswing,587.0,1092.0,565.0,1017.0,78.16009211867653,5.322064396096855,1,1,1
intra_rater_ivan,dfd57aa0-581d-4580-bc43-2a329277309b,110,backswing,233.0,533.0,197.0,596.0,72.56031973468694,4.940765597397563,1,1,1
intra_rater_ivan,dfd57aa0-581d-4580-bc43-2a329277309b,154,downswing,219.0,306.0,316.0,408.0,140.75865870347016,9.584515903469384,1,1,1
intra_rater_ivan,dfd57aa0-581d-4580-bc43-2a329277309b,179,downswing,501.0,889.0,504.0,925.0,36.124783736376884,2.459802952229755,1,1,0
intra_rater_ivan,dfd57aa0-581d-4580-bc43-2a329277309b,187,follow_through,471.0,946.0,292.0,912.0,182.20043907740728,12.40636293384531,1,1,1
intra_rater_ivan,dfd57aa0-581d-4580-bc43-2a329277309b,197,follow_through,192.0,398.0,237.0,423.0,51.478150704935004,3.5052419414712674,1,1,1
intra_rater_ivan,ba749048-28f5-497e-8d85-fcbcfedb6f8c,64,backswing,563.0,1656.0,602.0,1578.0,87.20665112249179,3.958707489214529,1,1,1
intra_rater_ivan,ba749048-28f5-497e-8d85-fcbcfedb6f8c,116,backswing,525.0,648.0,519.0,696.0,48.373546489791295,2.1958958210655837,1,1,0
intra_rater_ivan,ba749048-28f5-497e-8d85-fcbcfedb6f8c,143,downswing,53.0,1008.0,48.0,917.0,91.13725912051558,4.13713570677201,1,1,1
intra_rater_ivan,ba749048-28f5-497e-8d85-fcbcfedb6f8c,147,impact_region,672.0,1621.0,688.0,1660.0,42.15447781671598,1.9135839398598504,1,1,0
intra_rater_ivan,ba749048-28f5-497e-8d85-fcbcfedb6f8c,159,follow_through,1003.0,584.0,842.0,539.0,167.17057157286985,7.588634411981351,1,1,1
intra_rater_ivan,ba749048-28f5-497e-8d85-fcbcfedb6f8c,173,follow_through,528.0,360.0,613.0,368.0,85.37564055396598,3.8755895715195496,1,1,1
intra_rater_ivan,48c9026f-11c4-410d-82ec-f33d477d9db6,38,backswing,538.0,893.0,575.0,896.0,37.12142238654117,3.1595823882203993,1,1,0
intra_rater_ivan,48c9026f-11c4-410d-82ec-f33d477d9db6,98,backswing,387.0,754.0,391.0,799.0,45.17742799230607,3.845267682451154,1,1,0
intra_rater_ivan,48c9026f-11c4-410d-82ec-f33d477d9db6,174,backswing,92.0,105.0,246.0,76.0,156.70673246545599,13.338061964805942,1,1,1
intra_rater_ivan,48c9026f-11c4-410d-82ec-f33d477d9db6,180,downswing,88.0,121.0,29.0,72.0,76.69419795525604,6.527811208709843,1,1,1
intra_rater_ivan,48c9026f-11c4-410d-82ec-f33d477d9db6,233,downswing,475.0,870.0,414.0,1007.0,149.96666296213968,12.764382306836243,1,1,1
intra_rater_ivan,48c9026f-11c4-410d-82ec-f33d477d9db6,249,follow_through,353.0,670.0,390.0,641.0,47.01063709417264,4.001300905851638,1,1,0
