session_id,point_name,frame_idx,phase,auto_x_px,auto_y_px,ref_x_px,ref_y_px,error_px,error_norm,error_m,error_visible_club_fraction,viewpoint,fps_bucket,resolution_bucket,quality_grade,motion_class,club,quality_note
32fec03e-0046-4581-885b-ef0d7f174e53,stick_tip_1,95,impact_region,82.94312902777716,305.8013482570297,87.0,308.0,4.614354946482836,0.003141999133565702,0.014106736467296668,0.014106736467296668,dtl,<=30,720-1080p,medium,regular,iron,
32fec03e-0046-4581-885b-ef0d7f174e53,stick_tip_1,96,impact_region,215.8703503582654,563.464250052615,288.0,715.0,167.82660656033,0.11427622246610157,0.5108110343387274,0.5108110343387274,dtl,<=30,720-1080p,medium,regular,iron,
32fec03e-0046-4581-885b-ef0d7f174e53,stick_tip_1,97,impact_region,525.9990200132394,868.824952702446,503.0,914.0,50.69260123435791,0.03451752433521569,0.15364467286705558,0.15364467286705558,dtl,<=30,720-1080p,medium,regular,iron,
32fec03e-0046-4581-885b-ef0d7f174e53,stick_tip_1,98,impact_region,532.0061708371227,770.0327605417984,535.0,782.0,12.336037990636665,0.008399835107560935,0.03726334654467094,0.03726334654467094,dtl,<=30,720-1080p,medium,regular,iron,
32fec03e-0046-4581-885b-ef0d7f174e53,stick_tip_1,99,impact_region,471.39752302758956,582.826609782845,478.0,574.0,11.022782880462886,0.007505615554411505,0.03349618843142011,0.03349618843142011,dtl,<=30,720-1080p,medium,regular,iron,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,8,backswing,1249.6093948410485,1002.314790479618,1262.0,1002.0,12.39460323088619,0.005626475504377763,0.024452050426518195,0.024452050426518195,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,29,backswing,717.7593399428879,442.9476859449795,741.0,453.0,25.32147898032436,0.011494573772429266,0.05207479143570121,0.05207479143570121,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,43,backswing,582.5276997663467,169.5664281018834,580.0,159.0,10.864560227688012,0.004931919227119372,0.022602249064666614,0.022602249064666614,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,51,backswing,732.8512596683906,353.88900299794307,747.0,345.0,16.709315583492646,0.007585120158680315,0.035176062382180906,0.035176062382180906,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,53,downswing,691.3624456434429,322.07006025713383,693.0,320.0,2.639457091684584,0.001198169912709475,0.005623401974538304,0.005623401974538304,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,62,impact_region,1240.2373403789975,992.2364944320926,1251.0,1005.0,16.695565773568756,0.007578878493071057,0.03753768539085599,0.03753768539085599,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,64,impact_region,1134.9794286929662,866.2735094175479,1154.0,862.0,19.494743280890596,0.008849552784451781,0.04435880430348267,0.04435880430348267,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,67,follow_through,683.6444865317208,310.56528507987343,912.0,572.0,347.12296192664826,0.15757493853618904,0.8041546835847775,0.8041546835847775,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,68,follow_through,527.731397049703,77.44429305856035,680.0,294.0,264.73024317848893,0.12017312702677294,0.6169611141236034,0.6169611141236034,dtl,31-60,1080p+,medium,slow,driver,
332a7a76-cfa3-449e-9150-f93050fed050,stick_tip_1,69,follow_through,530.3643509911666,74.64567867450583,525.0,70.0,7.0963787880290194,0.003221369871778985,0.016637535813827313,0.016637535813827313,dtl,31-60,1080p+,medium,slow,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,1,backswing,997.0150275911931,1694.5233643149577,989.0,1685.0,12.447294290848747,0.005650394378798871,0.025260184462827056,0.025260184462827056,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,55,transition,338.91223534694507,956.7261136405075,384.0,968.0,46.47587583957962,0.021097518983445557,0.1002239912527185,0.1002239912527185,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,61,downswing,269.18957732494744,958.3180369345721,269.0,955.0,3.3234483088080053,0.0015086647108619854,0.0074288386131453905,0.0074288386131453905,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,65,downswing,-100.18012450979894,833.0979032350048,139.0,981.0,281.21550844148857,0.12765654053002273,0.6438181052533805,0.6438181052533805,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,68,downswing,-580.9336300259514,663.5410386464672,931.0,1637.0,1798.2117925992338,0.8162903171866541,4.191396069234777,4.191396069234777,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,69,downswing,-742.8477757928027,604.5972384810193,984.0,1672.0,2030.111301396772,0.9215600770507861,4.760314979128826,4.760314979128826,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,70,downswing,-890.2635390808216,549.8571875124468,987.0,1669.0,2185.543188753039,0.9921176972116302,5.134812594046388,5.134812594046388,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,73,impact_region,-1164.058486991814,434.9372554052662,979.0,1669.0,2472.976048461515,1.1225965769447865,5.706164242701354,5.706164242701354,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,76,follow_through,-1012.9574567893258,442.3515751336729,317.0,979.0,1434.1472618880675,0.6510248281748928,3.2499543377709603,3.2499543377709603,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,78,follow_through,-569.6024500241326,552.1123426123961,235.0,821.0,848.3428993515713,0.38510151987924124,1.8994493135769401,1.8994493135769401,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,80,follow_through,209.86349382845748,768.2403943375758,227.0,739.0,33.89189438175817,0.015385076067681965,0.07497645336021232,0.07497645336021232,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,82,follow_through,634.9591683312475,884.7418690826996,299.0,717.0,375.50751980377305,0.1704599834725421,0.8207680756671663,0.8207680756671663,dtl,31-60,1080p+,difficult,regular,driver,
36b05de8-5e98-425f-8b72-8e505337e150,stick_tip_1,83,follow_through,410.7945045090214,784.3831238391454,464.0,784.0,53.20687487831497,0.024153026328534406,0.11559949932024047,0.11559949932024047,dtl,31-60,1080p+,difficult,regular,driver,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,59,backswing,540.3528711038405,1623.9305708639054,541.0,1627.0,3.136904689299843,0.001423984057023452,0.0066485795693252804,0.0066485795693252804,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,80,backswing,212.93575579942075,1494.4958941209088,197.0,1491.0,16.31470467410847,0.007405988275710668,0.03453248605880128,0.03453248605880128,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,90,backswing,65.81729556514965,1225.686191452307,40.0,1221.0,26.23915281837374,0.011911147766337095,0.05711049632915543,0.05711049632915543,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,100,backswing,114.07158248651554,912.2150966691584,115.0,909.0,3.346461664411805,0.0015191115222012667,0.007732711138723035,0.007732711138723035,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,127,backswing,657.2558673199104,665.0396025057803,664.0,659.0,9.053183088531902,0.004109652558892749,0.024586273912004814,0.024586273912004814,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,130,downswing,638.5601673571387,651.504555472542,651.0,643.0,15.069070972291016,0.006840538347209634,0.04166504284165915,0.04166504284165915,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,145,impact_region,246.49989785293664,1458.9656616714935,203.0,1512.0,68.59214353815175,0.03113710122228583,0.20745764336708739,0.20745764336708739,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,146,impact_region,553.976941424,1619.1766575316333,429.0,1611.0,125.24413605469732,0.05685402351748591,0.38107499026888436,0.38107499026888436,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,148,impact_region,808.2324032010009,1536.4434742573562,811.0,1576.0,39.653225857050636,0.01800040709639582,0.11955499043695163,0.11955499043695163,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,157,follow_through,988.4912781475724,671.6780451604657,1003.0,659.0,19.26748138397743,0.008746388248061137,0.05502899647893247,0.05502899647893247,face_on,31-60,1080p+,medium,regular,unknown,
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,stick_tip_1,160,follow_through,855.8447820294347,555.1159256858512,859.0,539.0,16.421889694966758,0.007454644443484767,0.04718154101552953,0.04718154101552953,face_on,31-60,1080p+,medium,regular,unknown,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,1,backswing,1199.6736804045954,901.3692180018998,1197.0,903.0,3.131775348144458,0.0014216556152148064,0.007301082033030268,0.007301082033030268,dtl,31-60,1080p+,medium,regular,driver,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,13,backswing,745.1510264009785,605.7034438618871,753.0,616.0,12.94702494256683,0.005877244905459699,0.029751643292515225,0.029751643292515225,dtl,31-60,1080p+,medium,regular,driver,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,17,backswing,500.6818470480058,89.91379839220372,496.0,81.0,10.068539792729343,0.00457056925932707,0.02360188868244417,0.02360188868244417,dtl,31-60,1080p+,medium,regular,driver,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,26,backswing,685.7379922115242,203.29002715700062,688.0,200.0,3.9926129199969673,0.0018124290366024853,0.009771577609441749,0.009771577609441749,dtl,31-60,1080p+,medium,regular,driver,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,28,downswing,666.057120542477,218.9319702246374,669.0,219.0,2.9436656657722753,0.0013362640540419608,0.00729108097780422,0.00729108097780422,dtl,31-60,1080p+,medium,regular,driver,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,36,impact_region,783.3000311833136,620.4054125897057,880.0,730.0,146.15696206059,0.06634730870440161,0.37975787847980463,0.37975787847980463,dtl,31-60,1080p+,medium,regular,driver,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,37,impact_region,1181.4279625706188,879.8073325951513,1197.0,948.0,69.94803955430324,0.03175260424237034,0.18283562166895223,0.18283562166895223,dtl,31-60,1080p+,medium,regular,driver,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,38,impact_region,1129.2087207378165,781.9667451664576,1148.0,784.0,18.900960333472224,0.00858000763271659,0.04970122776647553,0.04970122776647553,dtl,31-60,1080p+,medium,regular,driver,
3d47c3b9-21d9-4794-995d-52804115fb8b,stick_tip_1,40,follow_through,991.1093339930937,576.7701381670394,1008.0,576.0,16.908214304094603,0.007675409356202209,0.044996315335017883,0.044996315335017883,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,1,backswing,1281.0441995230076,922.8725300973571,1287.0,933.0,11.748923608172852,0.0053333720856398705,0.027543448114325852,0.027543448114325852,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,19,backswing,978.1470978554994,704.6101965663967,968.0,688.0,19.464383495590507,0.008835771093733078,0.04390347462882663,0.04390347462882663,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,24,backswing,646.2441449630044,331.65655224775236,645.0,320.0,11.722760212234562,0.00532149532737533,0.027244448766465285,0.027244448766465285,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,31,backswing,544.0154622104736,109.824220493434,549.0,94.0,16.590707374914217,0.007531278485191187,0.04020674467849609,0.04020674467849609,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,38,backswing,738.724739891368,257.1759431349768,758.0,261.0,19.6509303383415,0.008920453210748486,0.04565851849285223,0.04565851849285223,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,45,transition,864.1295153683366,389.5633238769892,868.0,390.0,3.8950400922648445,0.0017681362815298884,0.009221305914909207,0.009221305914909207,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,43,backswing,852.235275509417,375.43183615050407,864.0,381.0,13.01588225953806,0.005908502380993113,0.030447956292146278,0.030447956292146278,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,46,downswing,865.833000557222,393.2752057857741,876.0,393.0,10.170723469545875,0.004616955089018076,0.024223133618298497,0.024223133618298497,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,52,downswing,729.1244493977791,300.64853041957144,736.0,303.0,7.266540116959419,0.003298613857018745,0.017938826858440025,0.017938826858440025,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,57,impact_region,1176.062789223327,864.6914652203242,1186.0,872.0,12.33543021729515,0.0055996141756778205,0.03137693853876608,0.03137693853876608,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,58,impact_region,1270.743830405684,903.9251521667081,1310.0,932.0,48.262241266648466,0.02190843169521548,0.12349851439300463,0.12349851439300463,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,60,impact_region,1133.4200996318511,694.50109946258,1128.0,686.0,10.081972628998288,0.004576667036142806,0.02610932970317943,0.02610932970317943,dtl,31-60,1080p+,medium,regular,driver,
42f8729a-ed28-45a2-bf9b-397d2d698bb0,stick_tip_1,63,follow_through,887.1171614816692,374.47550117061274,878.0,358.0,18.829890395477463,0.00854774574762222,0.049646877906719684,0.049646877906719684,dtl,31-60,1080p+,medium,regular,driver,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,38,backswing,531.3334361876637,877.8686620634624,538.0,893.0,16.534825696500576,0.014073583581726844,0.041643269988851865,0.041643269988851865,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,78,backswing,518.1743936728325,899.8446583475153,513.0,910.0,11.397601237108606,0.009701045332191759,0.027176500902889828,0.027176500902889828,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,98,backswing,371.2688605361916,744.8832675264533,387.0,754.0,18.181956985539557,0.015475536060202237,0.047234930858284244,0.047234930858284244,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,118,backswing,73.47102364318516,319.5709445237896,82.0,329.0,12.714185969560143,0.010821653774922646,0.037228096580582765,0.037228096580582765,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,174,backswing,100.18509046121133,111.4265187114178,92.0,105.0,10.406529133501516,0.008857496307747905,0.037124070977912274,0.037124070977912274,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,180,downswing,103.16885303455585,123.60451700044501,88.0,121.0,15.390828801255681,0.013099872928951565,0.056911440937841305,0.056911440937841305,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,223,downswing,112.94413808958583,363.0024410622613,100.0,354.0,15.766884789385486,0.01341995222567338,0.05950427280364552,0.05950427280364552,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,233,downswing,469.1819763620642,860.2057920415758,475.0,870.0,11.391922953761561,0.009696212272759975,0.041966034169700565,0.041966034169700565,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,238,impact_region,522.0824850641432,903.8376408527097,530.0,913.0,12.109329787541949,0.010306831654096854,0.04596326819928527,0.04596326819928527,other,<=30,<720p,good,regular,unknown,
48c9026f-11c4-410d-82ec-f33d477d9db6,stick_tip_1,249,follow_through,364.23030894885403,656.9465013279123,353.0,670.0,17.219572197615893,0.014656404186710964,0.06117350723942487,0.06117350723942487,other,<=30,<720p,good,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,66,backswing,460.7141736110371,1644.0495052325455,469.0,1648.0,9.17939692222314,0.00416694677237816,0.01887180159841298,0.01887180159841298,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,76,backswing,282.35856545139234,1581.0739300684127,280.0,1568.0,13.284971901447376,0.0060306544378586156,0.027322955269582717,0.027322955269582717,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,86,backswing,86.59671881390871,1350.354608474941,101.0,1347.0,14.788776384331365,0.006713299854473156,0.03102081317249081,0.03102081317249081,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,96,backswing,84.01714750486349,1027.6504781486872,93.0,1019.0,12.470862486223416,0.005661093057206545,0.02777136545247998,0.02777136545247998,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,116,backswing,477.62331383448264,695.278532895795,477.0,664.0,31.284742930853515,0.014201571158209426,0.07852228846126509,0.07852228846126509,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,131,downswing,639.632098597991,677.8186706888433,653.0,661.0,21.48414465678334,0.009752632770259092,0.05898588995158219,0.05898588995158219,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,148,impact_region,803.7323357215863,1551.2202755394412,813.0,1547.0,10.183335740620114,0.004622680373880519,0.030447546171062524,0.030447546171062524,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,150,follow_through,1055.829988853618,1313.5697588522337,1056.0,1256.0,57.57000988443752,0.02613365223296575,0.17007140831736922,0.17007140831736922,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,154,follow_through,1028.527278246351,825.5069667459973,1013.0,779.0,49.03054482312938,0.022257199708191813,0.14139930039284043,0.14139930039284043,face_on,31-60,1080p+,medium,regular,unknown,
511a396b-aa38-4056-a980-76723ed0c05f,stick_tip_1,158,follow_through,855.6994850255113,552.9597860327087,856.0,539.0,13.963020279613641,0.006338451510461059,0.039310217609015104,0.039310217609015104,face_on,31-60,1080p+,medium,regular,unknown,
57660e2f-8425-445f-bca0-17c6e557f1b0,stick_tip_1,27,backswing,567.4575520372252,1009.4245080259429,567.0,1012.0,2.6158197138184605,0.0017811597438221168,0.009286427414193351,0.009286427414193351,dtl,31-60,720-1080p,good,slow,unknown,
57660e2f-8425-445f-bca0-17c6e557f1b0,stick_tip_1,93,backswing,351.65114551138777,827.076754351498,354.0,832.0,5.454857021422956,0.0037143124518627594,0.015910240181184664,0.015910240181184664,dtl,31-60,720-1080p,good,slow,unknown,
57660e2f-8425-445f-bca0-17c6e557f1b0,stick_tip_1,113,backswing,94.00553181227986,463.69021973988094,80.0,443.0,24.98479766236545,0.01701260815822215,0.08213510472599345,0.08213510472599345,dtl,31-60,720-1080p,good,slow,unknown,
57660e2f-8425-445f-bca0-17c6e557f1b0,stick_tip_1,173,backswing,160.0571476448436,249.5558456678994,169.0,261.0,14.523886415937815,0.00988958133133355,0.04427916046195644,0.04427916046195644,dtl,31-60,720-1080p,good,slow,unknown,
