pipeline_variant,n_sessions,valid_samples_median,stage_changed_points_median,mean_dev_m_median,p95_dev_m_median,max_dev_m_median,rms_jerk_median,smoothness_index_median,path_efficiency_median,max_speed_median,max_accel_median
raw,71,162.0,0.0,0.0,0.0,0.0,17333.73561630553,-8.477784336358846,0.08601016646282965,50.21919931663222,1321.9956022134159
median_only,71,162.0,143.0,0.15319628209018038,0.7572060359526097,1.8057341186952673,14448.472803674385,-8.319643889619249,0.09594503399462335,41.16027704214148,1161.3308939722006
kalman_only,71,66.0,157.0,0.09401462998050292,0.33495240647486774,0.7561299454869448,880.9616719381404,-5.889914027884563,0.606220092975122,2.7183700948121237,27.484844188695146
kalman_rts,71,162.0,162.0,1.4142212631136115,2.806972778700778,3.146372129524175,180.90201573425847,-4.5148868121871715,0.33580678377830525,1.2710367998569916,17.77356941167911
kalman_rts_despike,71,162.0,0.0,1.4142212631136115,2.806972778700778,3.146372129524175,180.90201573425847,-4.5148868121871715,0.33580678377830525,1.2710367998569916,17.77356941167911
full_pipeline,71,162.0,162.0,0.018787216517106277,0.027351179192436924,0.03152843196082229,11835.368043703325,-8.146363535407122,0.0872126770143085,46.4547064451988,1127.6238389068496
