session_id,pipeline_variant,valid_samples,stage_changed_points,mean_dev_m,p95_dev_m,max_dev_m,rms_jerk,smoothness_index,path_efficiency,max_speed,max_accel
052f8a05-916d-4300-badf-aa80d38d1c6d,raw,77,0,0.0,0.0,0.0,35528.485333345496,-9.101153385685562,0.010873998251634228,62.95834047711176,1505.9187861396474
052f8a05-916d-4300-badf-aa80d38d1c6d,median_only,77,76,0.3468660500713142,1.2305855172405016,2.1708261067574006,36529.935840968574,-9.125297818886589,0.015963587393594984,62.50621023338564,1549.2344760341052
052f8a05-916d-4300-badf-aa80d38d1c6d,kalman_only,9,76,0.3513073228970914,1.2550093673662606,1.4432362681142943,12149.695811005811,-8.169130809489173,0.50423606311482,4.885631056671237,243.79823366333628
052f8a05-916d-4300-badf-aa80d38d1c6d,kalman_rts,77,74,1.222351754061805,1.8761311834437449,2.110429646164652,274.6872968582387,-4.877677151153217,0.08776734867171554,0.5682277786883668,21.45338277859678
052f8a05-916d-4300-badf-aa80d38d1c6d,kalman_rts_despike,77,0,1.222351754061805,1.8761311834437449,2.110429646164652,274.6872968582387,-4.877677151153217,0.08776734867171554,0.5682277786883668,21.45338277859678
052f8a05-916d-4300-badf-aa80d38d1c6d,full_pipeline,77,77,0.028467756304398396,0.03475914840134619,0.035170829195482235,27162.397277567827,-8.867936193843923,0.010607437775995151,59.63865123562895,1502.918149326819
0de5883a-0f0b-4e36-aa9d-2115230940b7,raw,69,0,0.0,0.0,0.0,47212.851307953824,-9.348120458812838,0.0825092198206986,64.49510842130952,2822.4444387888407
0de5883a-0f0b-4e36-aa9d-2115230940b7,median_only,69,66,0.3313653695587635,1.0883897684250912,2.4248602543357993,44931.34381988286,-9.305098815589446,0.176654247966129,57.13685464200839,2856.415380054104
0de5883a-0f0b-4e36-aa9d-2115230940b7,kalman_only,21,68,0.08050722646348232,0.3471431924860078,0.5763313752965522,1305.66246252886,-6.231661836867859,0.8312172690535021,1.2772381194607976,24.702793016006517
0de5883a-0f0b-4e36-aa9d-2115230940b7,kalman_rts,69,69,1.5577889492427743,3.1480069756128413,3.498992788301681,311.4729150011567,-4.986840574690468,0.772067914366485,0.7980556092766024,20.523013966044427
0de5883a-0f0b-4e36-aa9d-2115230940b7,kalman_rts_despike,69,0,1.5577889492427743,3.1480069756128413,3.498992788301681,311.4729150011567,-4.986840574690468,0.772067914366485,0.7980556092766024,20.523013966044427
0de5883a-0f0b-4e36-aa9d-2115230940b7,full_pipeline,69,69,0.01693445811958487,0.02573395891779086,0.026041255223829822,42595.913857883825,-9.258735880173184,0.08240991207771263,62.10470665039409,2694.2688327984474
0f116f84-9ff5-4346-abf4-aa3ffef93b6a,raw,502,0,0.0,0.0,0.0,1972.3725596195452,-6.589977903669619,0.09493105487134604,20.39773339392685,438.8165104922399
0f116f84-9ff5-4346-abf4-aa3ffef93b6a,median_only,502,501,0.062944273022605,0.19238493216496724,1.1032034543988039,1992.9602001044325,-6.598997251643207,0.094752021285467,20.084117844876307,444.3428493369085
0f116f84-9ff5-4346-abf4-aa3ffef93b6a,kalman_only,467,501,0.06984543992052043,0.26737234091175954,1.0193891274263267,302.4412832357246,-4.961282144146139,0.137456299397555,5.006743216515941,52.79041025594619
0f116f84-9ff5-4346-abf4-aa3ffef93b6a,kalman_rts,502,501,0.1772293615007177,1.2856961932605548,2.7645031179879362,113.83914518065669,-4.112583251933276,0.13816183317380368,3.1720853647476988,17.234555130051813
0f116f84-9ff5-4346-abf4-aa3ffef93b6a,kalman_rts_despike,502,0,0.1772293615007177,1.2856961932605548,2.7645031179879362,113.83914518065669,-4.112583251933276,0.13816183317380368,3.1720853647476988,17.234555130051813
0f116f84-9ff5-4346-abf4-aa3ffef93b6a,full_pipeline,502,502,0.026741883518257466,0.06098636222636721,0.06719696296197779,1505.866848760998,-6.355573145050938,0.09698521285876814,16.977686039664917,368.73338143264
15f312b0-d99c-4535-8c57-5b099a1428be,raw,649,0,0.0,0.0,0.0,516.0519628219762,-5.425386868489434,0.058374550662765645,8.37261591610645,77.23494690904447
