session_id,session_folder,processed,frames_json,frames_video_cv,video_fps_cv,width_cv,height_cv,resource_status,filename,tags,capture_tags,mocap_status,view_id,preset_id,video_width,video_height,video_duration_s,video_frames_meta,video_fps_meta,is_slow_motion,max_speed,max_ang_vel,max_accel,swing_tempo,smoothness_index,path_efficiency,curvature_rms,backswing_duration,downswing_duration,backswing_peak_speed,downswing_peak_speed,impact_time_auto_s,transition_time_auto_s,impact_idx_auto,transition_idx_auto
2f15e60c-d955-4db2-8c3b-f233f9c696ad,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\2f15e60c-d955-4db2-8c3b-f233f9c696ad,True,453,453,30.0,1080,1920,processed,video_processed.mp4,Keyframes Issue; Regular; Iron; Female; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1080.0,1920.0,15.161995,453.0,30.0,False,4.165158284663181,0.0,11.185092360496421,0.10344827586206896,-5.185915043681988,0.9969797627196126,34.99469854213158,0.1,0.9666666666666667,0.3728364120165474,4.165158284663181,1.0666666666666667,0.1,32,3
32afaf69-d3a9-4e07-b029-92248bd657cb,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\32afaf69-d3a9-4e07-b029-92248bd657cb,True,97,97,30.0,720,1280,processed,video_processed.mp4,Keyframes Issue; Regular; Driver; Female; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=male; club=wood; environment=outdoor; handedness=right; fps=v60; motion_blur=high; occlusion=none,2d_processed,dtl,DEFAULT_DTL_MALE_DRIVER_RIGHT,720.0,1280.0,3.233333,97.0,30.0,False,10.345311364141313,0.08309704947127046,57.27487137928854,0.125,-4.379009777986129,0.8635369243939836,718.4438005544118,0.2,1.6,0.02628788603671325,10.345311364141313,1.8,0.2,54,6
32fec03e-0046-4581-885b-ef0d7f174e53,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\32fec03e-0046-4581-885b-ef0d7f174e53,True,200,200,30.0,720,1280,processed,video_processed.mp4,Iron; Male; Right Handed; DTL; Camera Right; Regular; Outdoor; Keyframes Issue,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,720.0,1280.0,6.698667,200.0,30.0,False,13.522582856106379,8.348834785948926,194.54725964918956,2.374999999999999,-5.1762953127923845,0.35385733341523556,705.9832846573402,1.9,0.8000000000000003,0.8249795788599792,13.522582856106379,2.7,1.9,81,57
33208955-66a2-4112-800a-cf10ecfc0828,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\33208955-66a2-4112-800a-cf10ecfc0828,True,300,300,59.94005994005994,1080,1920,processed,video_processed.mp4,,view=fo; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,fo,DEFAULT_FO_FEMALE_DRIVER_RIGHT,1080.0,1920.0,5.005,300.0,59.94005994005994,False,9.99753104426431,4.707155791340006,309.7784063250872,0.29333333333333333,-6.569954744716359,0.7274336064600581,4985.107678599255,0.3670333333333334,1.2512500000000002,0.10704656958404553,9.99753104426431,1.6182833333333335,0.3670333333333334,97,22
332a7a76-cfa3-449e-9150-f93050fed050,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\332a7a76-cfa3-449e-9150-f93050fed050,True,88,89,50.0,1920,1080,processed,video_processed.mp4,Keyframes Issue; Slow Motion; Driver; Female; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1920.0,1080.0,1.8,89.0,50.0,False,1.7201053382622695,0.35839996014718734,29.2971241115624,0.8,-5.681513897323103,0.4717856241569858,2422.918725322808,0.16,0.19999999999999998,0.5591129241291076,1.7201053382622695,0.36,0.16,18,8
36b05de8-5e98-425f-8b72-8e505337e150,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\36b05de8-5e98-425f-8b72-8e505337e150,True,103,103,47.95232700693679,1080,1920,processed,video_processed.mp4,Keyframes Issue; Regular; Driver; Female; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=male; club=wood; environment=outdoor; handedness=right; fps=v240; motion_blur=high; occlusion=none,2d_processed,dtl,DEFAULT_DTL_MALE_DRIVER_RIGHT,1080.0,1920.0,2.167967,103.0,47.95232700693679,False,0.8780360146476612,4.521062023723208,11.22166127211437,1.6249999999999996,-5.717223278112251,0.9213415616158828,453.68642556241696,0.27110258899676376,0.16683236245954697,0.16421775435975058,0.8780360146476612,0.43793495145631073,0.27110258899676376,21,13
3b89ea04-d406-49af-84b4-f944b83bd242,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3b89ea04-d406-49af-84b4-f944b83bd242,True,273,273,30.0,608,1080,processed,video_processed.mp4,Keyframes Issue; Regular; Driver; Female; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=male; club=wood; environment=outdoor; handedness=right; fps=super_slow_motion; motion_blur=none; occlusion=high,2d_processed,dtl,DEFAULT_DTL_MALE_DRIVER_RIGHT,608.0,1080.0,9.148005,273.0,30.0,False,3.791723232683053,19.2787339483817,7.540644007939585,0.48648648648648646,-3.9904806680014433,0.9822520456730401,382.12817025658364,0.6,1.2333333333333334,0.15750468814657592,3.791723232683053,1.8333333333333333,0.6,55,18
3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3c77a7e3-9d0f-43f4-bbfa-c142c7b24bf1,True,300,300,59.94005994005994,1080,1920,processed,video_processed.mp4,,view=fo; gender=male; club=iron; environment=outdoor; handedness=right; fps=v120; motion_blur=high; occlusion=none,2d_processed,fo,DEFAULT_FO_MALE_IRON_RIGHT,1080.0,1920.0,5.005,300.0,59.94005994005994,False,4.322027841307099,4.138832370352742,13.4522125571176,0.4516129032258065,-5.388667236597225,0.9061156996221401,1398.4137618740258,0.4671333333333334,1.0343666666666667,0.11966055199138116,4.322027841307099,1.5015,0.4671333333333334,90,28
3d2d3fba-5e87-4b9f-97a7-05ca1da9dd0f,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3d2d3fba-5e87-4b9f-97a7-05ca1da9dd0f,True,323,323,30.0,720,1280,processed,video_processed.mp4,Inside Takeaway; OTT; Slow Motion; Driver; Male; DTL; Amateur; Keyframes Issue; OTT; High HCP; Right Handed; Amateur; Male; Outdoor,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,720.0,1280.0,10.794667,323.0,30.0,False,7.599513485852509,13.83527101111255,91.8015899876451,0.7317073170731707,-6.278171235903244,0.9808435759633688,1640.8378038979624,1.0,1.3666666666666667,0.13505226911726964,7.599513485852509,2.3666666666666667,1.0,71,30
3d47c3b9-21d9-4794-995d-52804115fb8b,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3d47c3b9-21d9-4794-995d-52804115fb8b,True,64,64,50.0,1920,1080,processed,video_processed.mp4,Keyframes Issue; Regular; Driver; Male; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=male; club=wood; environment=outdoor; handedness=right; fps=v60; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_MALE_DRIVER_RIGHT,1920.0,1080.0,1.3,64.0,50.0,False,8.687222334084668,4.689851545978954,204.27443530500014,0.28571428571428575,-6.912769478258284,0.7747108586288803,9.352129885611216,0.04,0.13999999999999999,1.0136178292345428,8.687222334084668,0.18,0.04,9,2
3fcbd2bc-bf2f-453f-821f-e9d90e2b2ead,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\3fcbd2bc-bf2f-453f-821f-e9d90e2b2ead,True,95,98,30.0,1080,1920,processed,video_processed.mp4,Keyframes Issue; Regular; Driver; Female; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=female; club=wood; environment=outdoor; handedness=right; fps=v60; motion_blur=high; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1080.0,1920.0,3.266667,98.0,30.0,False,9.399757437706164,8.764614885886248,99.39220603580158,0.303030303030303,-4.662671290385965,0.7372473823173569,101.68682254889838,0.3333333333333333,1.1,0.06656264782710639,9.399757437706164,1.4333333333333333,0.3333333333333333,43,10
42f8729a-ed28-45a2-bf9b-397d2d698bb0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\42f8729a-ed28-45a2-bf9b-397d2d698bb0,True,84,84,50.0,1920,1080,processed,video_processed.mp4,Keyframes Issue; Regular; Driver; Female; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1920.0,1080.0,1.7,84.0,50.0,False,4.915602947283028,1.7024557249739811,66.53303391396473,0.07142857142857144,-5.57765078858502,0.9422774463465007,205.82015009923813,0.02,0.27999999999999997,0.2682496781379212,4.915602947283028,0.3,0.02,15,1
451867f4-8a40-46f3-a665-55aa1285c898,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\451867f4-8a40-46f3-a665-55aa1285c898,True,77,77,50.0,1080,1920,processed,video_processed.mp4,Keyframes Issue; Slow Motion; Iron; Male; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1080.0,1920.0,1.56,77.0,50.0,False,4.220637771583041,0.3507096698497581,140.87198219834673,0.33333333333333337,-7.251103702233318,0.8577361140629097,126.13590140146168,0.02,0.06,0.35569867859987425,4.220637771583041,0.08,0.02,4,1
48c9026f-11c4-410d-82ec-f33d477d9db6,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\48c9026f-11c4-410d-82ec-f33d477d9db6,True,423,423,29.92924528301887,576,1024,,,,,,,,,,,,,,2.246212290363994,12.87454679553065,17.57924068590354,0.3253012048192771,-4.396951886982159,0.9678009500989575,866.7230805912271,0.902127659574468,2.7732072498029945,0.023325705609407017,2.246212290363994,3.6753349093774625,0.902127659574468,110,27
511a396b-aa38-4056-a980-76723ed0c05f,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\511a396b-aa38-4056-a980-76723ed0c05f,True,300,300,59.94005994005994,1080,1920,processed,video_processed.mp4,,view=fo; gender=male; club=iron; environment=outdoor; handedness=right; fps=v120; motion_blur=high; occlusion=none,2d_processed,fo,DEFAULT_FO_MALE_IRON_RIGHT,1080.0,1920.0,5.005,300.0,59.94005994005994,False,9.794077924533617,5.856787082191696,312.31813036558265,0.9215686274509802,-7.22193872027598,0.7488234755667698,1337.158921625581,0.7841166666666667,0.8508500000000002,0.11018441643570397,9.794077924533617,1.634966666666667,0.7841166666666667,98,47
57660e2f-8425-445f-bca0-17c6e557f1b0,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\57660e2f-8425-445f-bca0-17c6e557f1b0,True,1161,1423,50.0,720,1280,processed,video_processed.mp4,Female; Right Handed; DTL; Slow Motion; Outdoor; Short Club; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,720.0,1280.0,23.273984,1423.0,50.0,False,1.1994957540215758,0.0,59.97478770107879,0.0,-6.953877447323573,1.0,0.0,0.0,0.02,0.0,1.1994957540215758,0.02,0.0,1,0
57699afd-a167-4185-8c9c-bf0424673650,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\57699afd-a167-4185-8c9c-bf0424673650,True,71,71,50.0,1080,1920,processed,video_processed.mp4,Keyframes Issue; Slow Motion; Driver; Male; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1080.0,1920.0,1.44,71.0,50.0,False,0.43272214991852365,0.0,4.9334197602734005,1.0,-5.02640608783671,0.8088136385127055,144.54375483704715,0.12,0.12,0.275924131864964,0.43272214991852365,0.24,0.12,12,6
59b735c5-5858-4400-acef-0620ed6302ef,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\59b735c5-5858-4400-acef-0620ed6302ef,True,158,158,30.0,720,1280,processed,video_processed.mp4,Keyframes Issue; Slow Motion; Iron; Female; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,720.0,1280.0,5.317007,158.0,30.0,False,1.474056713175802,0.5405007534013718,19.322352949677377,0.125,-5.890854144745315,0.9468451505536866,55.0428336338616,0.03333333333333333,0.26666666666666666,0.07225643445501984,1.474056713175802,0.3,0.03333333333333333,9,1
5f639758-d852-4d8c-9ab6-59ec429710dd,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\5f639758-d852-4d8c-9ab6-59ec429710dd,True,300,300,59.94005994005994,1080,1920,processed,video_processed.mp4,,view=fo; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,fo,DEFAULT_FO_FEMALE_DRIVER_RIGHT,1080.0,1920.0,5.005,300.0,59.94005994005994,False,12.218764660545562,4.674097040353284,462.2328543829515,1.3095238095238095,-6.874717818071076,0.7428979437441349,634.2362165868662,0.9175833333333334,0.7007000000000001,0.1079964647489512,12.218764660545562,1.6182833333333335,0.9175833333333334,97,55
663f8c26-38d2-4a43-af41-406c1a9ed3a1,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\663f8c26-38d2-4a43-af41-406c1a9ed3a1,True,300,300,59.94005994005994,1080,1920,processed,video_processed.mp4,,view=fo; gender=male; club=iron; environment=outdoor; handedness=right; fps=v120; motion_blur=high; occlusion=none,2d_processed,fo,DEFAULT_FO_MALE_IRON_RIGHT,1080.0,1920.0,5.005,300.0,59.94005994005994,False,14.782535240722204,7.459834104957521,532.4860699539487,0.5,-7.697695490325671,0.5794392306165753,2584.4679280324076,0.6172833333333334,1.2345666666666668,0.13619481949515982,14.782535240722204,1.8518500000000002,0.6172833333333334,111,37
6d81c012-de25-4065-b7ef-1b93ed31c31a,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\6d81c012-de25-4065-b7ef-1b93ed31c31a,True,60,60,50.0,1920,1080,processed,video_processed.mp4,Keyframes Issue; Slow Motion; Iron; Male; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=male; club=iron; environment=outdoor; handedness=right; fps=v60; motion_blur=high; occlusion=high,2d_processed,dtl,DEFAULT_DTL_MALE_IRON_RIGHT,1920.0,1080.0,1.22,60.0,50.0,False,7.7290822675246735,1.0241938495589302,201.73885515776348,0.5,-7.811570164452717,0.994965527661576,15.01668385799291,0.06,0.12,0.11297531592281441,7.7290822675246735,0.18,0.06,9,3
710ec72e-e54b-4ace-b3e8-2670fb2657d8,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\710ec72e-e54b-4ace-b3e8-2670fb2657d8,True,80,80,50.0,1920,1080,processed,video_processed.mp4,Keyframes Issue; Regular; Iron; Male; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1920.0,1080.0,1.62,80.0,50.0,False,3.576465996315504,1.1341758923562935,121.34279731585715,0.09999999999999999,-6.408873287096312,0.8496203098050042,142.43435640673104,0.02,0.2,0.17395776228260026,3.576465996315504,0.22,0.02,11,1
71551702-b027-418a-a051-cdb8569f6bab,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\71551702-b027-418a-a051-cdb8569f6bab,True,139,139,30.0,1080,1920,processed,video_processed.mp4,Male; Right Handed; DTL; Regular; Outdoor; Short Club; Draw; Keyframes Issue,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1080.0,1920.0,4.693333,139.0,30.0,False,0.9985791448513144,0.7012019676920997,12.743792701510136,0.423076923076923,-3.9488140483205125,0.6278181606331452,2108.8653894058866,0.7333333333333333,1.7333333333333334,0.008539273029039843,0.9985791448513144,2.466666666666667,0.7333333333333333,74,22
7323bdcf-1706-4d92-b9df-fa360f7b19e4,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7323bdcf-1706-4d92-b9df-fa360f7b19e4,True,84,84,50.0,1920,1080,processed,video_processed.mp4,Keyframes Issue; Slow Motion; Iron; Male; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=unknown; club=unknown; environment=unknown; handedness=right; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_FEMALE_DRIVER_RIGHT,1920.0,1080.0,1.7,84.0,50.0,False,9.959432545364288,4.531551419030484,126.3596833855827,0.11764705882352941,-6.077433250849102,0.9213166731440879,33.78081689369564,0.04,0.34,0.18885395918565875,9.959432545364288,0.38,0.04,19,2
7473617c-26a8-428f-9ba6-fc51dd7d2156,C:\Users\isinu\Downloads\Telegram Desktop\7a0c087a-b6c7-42ea-bc67-63453d4cac7f\7473617c-26a8-428f-9ba6-fc51dd7d2156,True,92,92,50.0,1080,1920,processed,video_processed.mp4,Keyframes Issue; Slow Motion; Iron; Male; Right Handed; Outdoor; DTL; Straight,view=dtl; gender=male; club=iron; environment=outdoor; handedness=right; fps=v60; motion_blur=none; occlusion=none,2d_processed,dtl,DEFAULT_DTL_MALE_IRON_RIGHT,1080.0,1920.0,1.86,92.0,50.0,False,4.09712333168003,0.15309083978092833,53.3326760773346,0.08333333333333333,-6.20516364490274,0.9990869569575275,3.3767143862301507,0.02,0.24000000000000002,0.04089144109882623,4.09712333168003,0.26,0.02,13,1
