time,stick_speed,angular_velocity,acceleration,angular_acceleration,energy_proxy,jerk,time_norm,tip_x_m,tip_y_m,tip_x_m_raw,tip_y_m_raw,scale_m,hip_angle_deg,shoulder_angle_deg,x_factor_deg,wrist_angle_deg,arc_radius_px,curvature_1_m,path_efficiency,phase
1.12,34.34770636884831,102.66928758542511,90.62184827411839,4331.827754353233,1179.7649328006225,-30363.455918616142,0.7567567567567568,3.164145196261619,2.007699620529459,3.133701839720645,2.0043391526825958,0.00383718094372028,16.809648523954632,55.56665458957064,38.75700606561601,92.76985413568194,,0.03223543137921352,0.05472939218885456,downswing
1.1400000000000001,34.51371029439037,24.919942213983926,8.300196277103204,-3887.4672685720557,1191.1961982851078,-4116.082599850755,0.7702702702702704,2.7315723267579144,1.4430021340584636,2.7075036077908776,1.4185262565308487,0.0038141578580579583,15.559054131247967,53.572139466552166,38.013085335304204,47.60448333222715,,0.08493357732999707,0.09429138698777431,downswing
1.16,22.933394817780528,10.220711042506519,-579.0157738304981,-734.9615585738779,525.9405978682028,-29365.798505380364,0.7837837837837838,2.46206888970888,1.0518398198563403,2.442252668543327,1.0240622902361123,0.003791272910909611,15.91987840507464,50.5607607185906,34.64088231351596,19.091266274344886,,0.053100996819640416,0.12439567930296884,downswing
1.18,3.3493096816950456,0.8902657472232837,-979.2042568042732,-466.5222647641614,11.217875343896168,-20009.424148688737,0.7972972972972973,2.4177345451881225,0.9854185292132298,2.4275970824193065,1.017869642615193,0.0037685252734441536,15.919520179035246,50.560121762665,34.64060158362975,19.090769060564103,,0.8833216043502619,0.1294192580779343,downswing
1.2,8.111008912812908,8.029583520148057,238.08496155589293,356.96588864623834,65.78846558373043,60864.460918008255,0.8108108108108107,2.338022778478604,0.8309676481330582,2.3121021604935215,0.8094106714314537,0.0037459141218034887,12.520508063481707,42.08056038401877,29.560052320537064,130.25085837634015,,2.4177264002806984,0.1396835466768922,downswing
1.22,4.507521303799995,2.367807630785299,-180.17438045064551,-283.0887944681377,20.317748304210802,-20912.967100326903,0.8243243243243243,2.3238184161626076,0.7358315884109714,2.302328761667292,0.7101181995312528,0.003723438637072668,15.646686862766767,37.35107282658841,21.704385963821643,126.43516888460582,,12.896041723477554,0.1440047548941211,downswing
1.24,8.457757306951272,4.018988527894215,197.51180015756373,82.5590448554457,71.53365866328764,18884.309030410448,0.8378378378378378,2.4550197957876088,0.8182877592866066,2.4337839023402874,0.7926248469129913,0.003701098005250232,13.649668822169513,31.76261582097894,18.112946998809427,124.4976364557505,,0.6627040489292688,0.13053989992206247,downswing
1.26,13.030872642345361,7.7721128732034,228.65576676970426,187.6562172654591,169.80364182102477,1557.1983306070251,0.8513513513513513,2.644175452490291,0.9757111694787058,2.6701313744782196,0.9962675242282987,0.0036788914172187306,11.379888661515318,26.922468237984535,15.542579576469217,128.42916833490952,,0.7925064438351563,0.10967132468625143,downswing
1.28,3.2875940274997753,2.775190317323448,-487.16393074227886,-249.8461277939974,10.808274489652193,-35790.984875599126,0.8648648648648649,2.67869982183822,1.0120968828125727,2.6541150501205952,0.9902165997020953,0.003656818068715419,11.38344300740118,26.927582178241106,15.544139170839925,128.43655922279635,,0.4681792047826713,0.10554389455840886,downswing
1.3,11.886033551674753,18.21152562233685,429.9219762087485,771.8167652506695,141.27779359153794,45854.29534755133,0.8783783783783784,2.841235752984619,1.1629008558724905,2.817278831804041,1.1406238538938231,0.0036348771603031266,11.910275577622787,26.459303808024366,14.549028230401579,124.73573030097928,,0.0941321171931338,0.0875710074635712,downswing
1.32,18.594732319831362,60.31591917768864,335.43493840783015,2105.2196777675877,345.764070046181,-4724.351890045914,0.891891891891892,3.134091096586258,1.4193489291693682,3.1152737829242945,1.3969544528986708,0.003656686423264946,12.342831054276195,23.791577663425265,11.448746609149069,132.22339350311373,,0.02478317353939069,0.05737406914713826,downswing
1.34,17.56175496711368,25.91779152127555,-51.64886763588412,-1719.9063828206533,308.415237524942,-19354.190302185696,0.9054054054054055,3.4107994835815134,1.6663009766372288,3.4196059525373204,1.6677980335957363,0.0036786265418045356,12.552189490702204,25.198321600029068,12.646132109326865,130.99739143836368,,0.037006581081386665,0.03026000718407311,downswing
1.36,15.519168772430112,8.249830704826117,-102.12930973417826,-883.3980408224709,240.84459938716992,-2524.022104914705,0.918918918918919,3.655720435983022,1.8906752597818028,3.679942632867969,1.913535569911305,0.003700698301055363,9.547685993918991,22.230141531598438,12.682455537679449,137.72894303893023,,0.0984781880822885,0.008346940144320737,downswing
1.3800000000000001,9.783873643821824,3.298655474254311,-286.76475643041414,-247.55876152859008,95.72418347827134,-9231.772334811785,0.9324324324324326,3.8132712909379887,2.043078977962938,3.833010331437676,2.0701535143324734,0.0037229024908616956,9.591127158129936,21.58449865584699,11.993371497717053,131.68301566130302,,0.828166773805495,0.009967065007681186,downswing
1.4000000000000001,3.175427457844209,0.981134659310103,-330.4223092988804,-115.87604074721031,10.083339540030938,-2182.8776434233114,0.945945945945946,3.874616474262456,2.0893356661707623,3.8454477584167677,2.0758127667302313,0.003734534101456777,9.471056123230634,19.02765844250161,9.556602319270977,139.64430769006395,,3.852593212890626,0.01425606492490514,downswing
1.42,2.9313176278015582,1.0343501710251441,-12.205491502132674,2.660775585752084,8.592623035060155,15910.840889837547,0.9594594594594594,3.8963035209226553,2.114454902277214,3.903602770461785,2.1335913808636686,0.0037121268968480364,9.533394539747661,21.967179941914722,12.43378540216706,143.8504476403415,165.51349668562744,1.2606877524703826,0.016376705369608262,downswing
1.44,2.916292321106745,1.2819237392923193,-0.7512653347406577,12.378678413358745,8.504760902146167,572.7113083696003,0.9729729729729729,3.9185245782283786,2.138136382149544,3.9408385362505216,2.1627311820919886,0.0036898541354669486,10.170179441334193,15.89471347596555,5.724534034631358,155.72279534225873,169.16226256244823,26.518368550048038,0.018437557750833968,downswing
1.46,1.195534673937116,-0.03180913752670042,-86.03788235848138,-65.68664384095092,1.4293031565859262,-4264.330851187033,0.9864864864864865,3.917120220766252,2.134418606508835,3.942021320975499,2.156087893846416,0.003667715010654147,9.624731291010368,16.417512706484423,6.792781415474055,163.6443560959512,169.90622697770357,26.932171616132685,0.018172639915249093,downswing
1.48,0.4390916265311873,-0.5739647597948866,-37.8221523702964,-27.107781113409285,0.19280145648980365,2410.786499409247,1.0,3.900971866815722,2.1168127341703573,3.9312170675502682,2.1295333627174613,0.0036457087205902226,8.910539078340435,11.802489226323678,2.8919501479832443,174.68080634794018,196.21462566644698,,0.016598091486568652,downswing
